Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid
Buchanania lanzan,Buchanania lanzan,,1,No opinion,,,,tropicos, ,
Butea monosperma,Butea monosperma,,1,Accepted,Butea monosperma,(Lam.) Taub.,Fabaceae,tropicos, ,
Diospyros melanoxylon,Diospyros melanoxylon,,1,Illegitimate,,,,tropicos, [Ambiguous match] ,
Ficus racemosa,Ficus racemosa,,1,Accepted,Ficus racemosa,L.,Moraceae,tropicos;usda, ,
Gardenia latifolia,Gardenia latifolia,,1,Illegitimate,,,,tropicos, ,
Hardwickia binata,Hardwickia binata,,1,Illegitimate,,,,tropicos, ,
Lagerstroemia parviflora,Lagerstroemia parviflora,,1,Accepted,Lagerstroemia parviflora,Roxb.,Lythraceae,tropicos, ,
Lannea coromandelica,Lannea coromandelica,,1,Accepted,Lannea coromandelica,(Houtt.) Merr.,Anacardiaceae,tropicos, ,
Miliusa tomentosa,Milium tomentosum,,0.79,Synonym,Digitaria tomentosa,(J. Koenig ex Rottler) Henrard,Poaceae,tropicos, ,
Pterocarpus marsupium,Pterocarpus marsupium,,1,Accepted,Pterocarpus marsupium,Roxb.,Fabaceae,tropicos;usda, ,
Shorea robusta,Shorea robusta,,1,Accepted,Shorea robusta,Gaertn.,Dipterocarpaceae,tropicos, ,
Soymida febrifuga,Soymida febrifuga,,1,Accepted,Soymida febrifuga,(Roxb.) A. Juss.,Meliaceae,tropicos, ,
Syzygium cumini,Syzygium cumini,,1,Accepted,Syzygium cumini,(L.) Skeels,Myrtaceae,tropicos;usda, ,
Terminalia alata,Terminalia alata,,1,Illegitimate,,,,tropicos, ,
Wrightia tomentosa,Wrightia tomentosa,,1,Synonym,Wrightia arborea,(Dennst.) Mabb.,Apocynaceae,tropicos, ,
Xeromphis uliginosa,Xeromphis uliginosa,,1,Synonym,Catunaregam uliginosa,(Retz.) Sivar.,Rubiaceae,tropicos, ,
Ziziphus glaberrima,Ziziphus,,0.5,Accepted,Ziziphus,Mill.,Rhamnaceae,tropicos, [Partial match] ,
Agropyron repens,Agropyron repens,,1,Synonym,Elytrigia repens subsp. repens,,Poaceae,tropicos, ,
Amorpha canescens,Amorpha canescens,,1,Accepted,Amorpha canescens,Pursh,Fabaceae,tropicos;usda, ,
Andropogon gerardi,Andropogon gerardi,,1,Invalid,,,,tropicos, ,
Anemone cylindrica,Anemone cylindrica,,1,Accepted,Anemone cylindrica,A. Gray,Ranunculaceae,tropicos;usda, ,
Bromus inermis,Bromus inermis,,1,Accepted,Bromus inermis,Leyss.,Poaceae,tropicos;usda, ,
Koeleria cristata,Koeleria cristata,,1,Illegitimate,,,,tropicos, [Ambiguous match] ,
Lespedeza capitata,Lespedeza capitata,,1,Accepted,Lespedeza capitata,Michx.,Fabaceae,tropicos;usda, ,
Lupinus perennis,Lupinus perennis,,1,Accepted,Lupinus perennis,L.,Fabaceae,tropicos;usda, ,
Petalostemum villosum,Petalostemum villosum,,1,Illegitimate,,,,tropicos, ,
Schizachyrium scoparium,Schizachyrium scoparium,,1,Accepted,Schizachyrium scoparium,(Michx.) Nash,Poaceae,tropicos;usda, ,
Solidago rigida,Solidago rigida,,1,Accepted,Solidago rigida,L.,Asteraceae,tropicos;gcc, ,
Sorghastrum nutans,Sorghastrum nutans,,1,Accepted,Sorghastrum nutans,(L.) Nash,Poaceae,tropicos;usda, ,
Aextoxicon punctatum,Aextoxicon punctatum,,1,Accepted,Aextoxicon punctatum,Ruiz & Pav.,Aextoxicaceae,tropicos, ,
Amomyrtus luma,Amomyrtus luma,,1,Accepted,Amomyrtus luma,(Molina) D. Legrand & Kausel,Myrtaceae,tropicos, ,
Araucaria araucana,Araucaria araucana,,1,Accepted,Araucaria araucana,(Molina) C. Koch,Araucariaceae,tropicos, ,
Drimys winteri,Drimys winteri,,1,Synonym,Drimys granadensis var. mexicana,(DC.) A.C. Sm.,Winteraceae,tropicos, ,
Embothrium coccineum,Embothrium coccineum,,1,Accepted,Embothrium coccineum,Forster & Forster f.,Proteaceae,tropicos, [Ambiguous match] ,
Eucryphia cordifolia,Eucryphia cordifolia,,1,Accepted,Eucryphia cordifolia,Cav.,Cunoniaceae,tropicos;usda, ,
Laurelia philippiana,Laurelia philippiana,,1,Synonym,Laureliopsis philippiana,(Looser) Schodde,Monimiaceae,tropicos, ,
Myrceugenia planipes,Myrceugenia planipes,,1,Accepted,Myrceugenia planipes,(Hook. & Arn.) O. Berg,Myrtaceae,tropicos, ,
Nothofagus betuloides,Nothofagus betuloides,,1,Accepted,Nothofagus betuloides,(Mirb.) Oerst.,Nothofagaceae,tropicos, ,
Nothofagus nitida,Nothofagus nitida,,1,Accepted,Nothofagus nitida,(Phil.) Krasser,Nothofagaceae,tropicos, ,
Ovidia pillo-pillo,Ovidia pillopillo,,0.99,Accepted,Ovidia pillopillo,(Gay) Meisn.,Thymelaeaceae,tropicos, ,
Podocarpus nubigena,Podocarpus nubigenus,,0.95,Accepted,Podocarpus nubigenus,Lindl.,Podocarpaceae,tropicos;usda, ,
Podocarpus saligna,Podocarpus saligna,,1,Invalid,Podocarpus salignus,D. Don,Podocarpaceae,tropicos, ,
Saxegothaea conspicua,Saxegothaea conspicua,,1,Accepted,Saxegothaea conspicua,Lindl.,Podocarpaceae,tropicos;usda, ,
Weinmannia trichosperma,Weinmannia trichosperma,,1,Accepted,Weinmannia trichosperma,Cav.,Cunoniaceae,tropicos, ,
Cryptocarya alba,Cryptocarya alba,,1,Accepted,Cryptocarya alba,(Molina) Looser,Lauraceae,tropicos, ,
Luma apiculata,Luma apiculata,,1,Accepted,Luma apiculata,(DC.) Burret,Myrtaceae,tropicos, ,
Nothofagus dombeyi,Nothofagus dombeyi,,1,Accepted,Nothofagus dombeyi,(Mirb.) Oerst.,Nothofagaceae,tropicos, ,
Austrocedrus chilensis,Austrocedrus chilensis,,1,Accepted,Austrocedrus chilensis,(D. Don) Pic. Serm. & Bizzarri,Cupressaceae,tropicos;usda, ,
Lomatia hirsuta,Lomatia hirsuta,,1,Accepted,Lomatia hirsuta,(Lam.) Diels,Proteaceae,tropicos, ,
Persea lingue,Persea lingue,,1,Accepted,Persea lingue,(Ruiz & Pav.) Nees,Lauraceae,tropicos, ,
Prumnopitys andina,Prumnopitys andina,,1,Accepted,Prumnopitys andina,(Poepp. & Endl.) de Laub.,Podocarpaceae,tropicos, ,
Dasyphyllum diacanthoides,Dasyphyllum diacanthoides,,1,Accepted,Dasyphyllum diacanthoides,(Less.) Cabrera,Asteraceae,tropicos;gcc, ,
Gevuina avellana,Gevuina avellana,,1,Accepted,Gevuina avellana,Molina,Proteaceae,tropicos, ,
Andira inermis,Andira inermis,,1,Accepted,Andira inermis,(W. Wright) Kunth ex DC.,Fabaceae,tropicos;usda, ,
Cassia grandis,Cassia grandis,,1,Accepted,Cassia grandis,L. f.,Fabaceae,tropicos;usda, ,
Licania arborea,Licania arborea,,1,Accepted,Licania arborea,Seem.,Chrysobalanaceae,tropicos;usda, ,
Pithecellobium saman,Pithecellobium saman,,1,Synonym,Samanea saman,(Jacq.) Merr.,Fabaceae,tropicos;usda, ,
Simarouba glauca,Simarouba glauca,,1,Accepted,Simarouba glauca,DC.,Simaroubaceae,tropicos;usda, ,
Jacquinia pungens,Jacquinia pungens,,1,Synonym,Bonellia macrocarpa subsp. pungens,(A. Gray) B. Ståhl & Källersjö,Primulaceae,tropicos, ,
Ambrosia psilostachya,Ambrosia psilostachya,,1,Accepted,Ambrosia psilostachya,DC.,Asteraceae,tropicos;gcc;usda, ,
Andropogon gerardii,Andropogon gerardii,,1,Accepted,Andropogon gerardii,Vitman,Poaceae,tropicos;usda, ,
Artemisia ludoviciana,Artemisia ludoviciana,,1,Accepted,Artemisia ludoviciana,Nutt.,Asteraceae,tropicos;gcc;usda, ,
Asclepias virdaflora,Asclepias viridiflora,,0.97,Accepted,Asclepias viridiflora,Raf.,Apocynaceae,tropicos;usda, ,
Asclepias viridis,Asclepias viridis,,1,Accepted,Asclepias viridis,Walter,Apocynaceae,tropicos;usda, ,
Aster oblongifolius,Aster oblongifolius,,1,Synonym,Symphyotrichum oblongifolium,(Nutt.) G.L. Nesom,Asteraceae,tropicos;usda, ,
Callirhoe involucrata,Callirhoe involucrata,,1,Accepted,Callirhoe involucrata,(Torr. & A. Gray) A. Gray,Malvaceae,tropicos;usda, ,
Ceanothus herbacesous,Ceanothus herbaceus,,0.97,Accepted,Ceanothus herbaceus,Raf.,Rhamnaceae,tropicos;usda, ,
Dichanthelium oligosanthe,Dichanthelium oligosanthes,,0.99,Accepted,Dichanthelium oligosanthes,(Schult.) Gould,Poaceae,tropicos;usda, ,
Echinacea angustifolia,Echinacea angustifolia,,1,Accepted,Echinacea angustifolia,DC.,Asteraceae,tropicos;gcc;usda, ,
Kuhnia eupatorioides,Kuhnia eupatorioides,,1,Synonym,Brickellia eupatorioides,(L.) Shinners,Asteraceae,tropicos;gcc, ,
Panicum virgatum,Panicum virgatum,,1,Accepted,Panicum virgatum,L.,Poaceae,tropicos;usda, ,
Physalis pumila,Physalis pumila,,1,Accepted,Physalis pumila,Nutt.,Solanaceae,tropicos;usda, ,
Poa pratensis,Poa pratensis,,1,Accepted,Poa pratensis,L.,Poaceae,tropicos;usda, ,
Psoralea tenuiflora,Psoralea tenuiflora,,1,Synonym,Psoralidium tenuiflorum,(Pursh) Rydb.,Fabaceae,tropicos;usda, ,
Rhus glabra,Rhus glabra,,1,Accepted,Rhus glabra,L.,Anacardiaceae,tropicos;usda, ,
Rosa arkansana,Rosa arkansana,,1,Accepted,Rosa arkansana,Porter,Rosaceae,tropicos;usda, ,
Ruellia humilis,Ruellia humilis,,1,Accepted,Ruellia humilis,Nutt.,Acanthaceae,tropicos;usda, ,
Salvia pitcheri,Salvia pitcheri,,1,Accepted,Salvia pitcheri,Torr. ex Benth.,Lamiaceae,tropicos, ,
Schyzachyrium scoparius,Schizachyrium scoparium,,0.96,Accepted,Schizachyrium scoparium,(Michx.) Nash,Poaceae,tropicos;usda, ,
Solidago missouriensis,Solidago missouriensis,,1,Accepted,Solidago missouriensis,Nutt.,Asteraceae,tropicos;gcc;usda, ,
Sporobolus heterolepis,Sporobolus heterolepis,,1,Accepted,Sporobolus heterolepis,(A. Gray) A. Gray,Poaceae,tropicos;usda, ,
Symphoricarpos orbiculatus,Symphoricarpos orbiculatus,,1,Accepted,Symphoricarpos orbiculatus,Moench,Caprifoliaceae,tropicos;usda, ,
Vernonia baldwinii,Vernonia baldwinii,,1,Accepted,Vernonia baldwinii,Torr.,Asteraceae,tropicos;gcc;usda, ,
Quercus rotundifolia,Quercus rotundifolia,,1,Synonym,Quercus ilex subsp. rotundifolia,(Lam.) O. Schwarz ex Tab. Morais,Fagaceae,tropicos, ,
Quercus suber,Quercus suber,,1,Accepted,Quercus suber,L.,Fagaceae,tropicos;usda, ,
Quercus faginea,Quercus faginea,,1,Synonym,Quercus lusitanica subsp. faginea,(Lam.) A. DC.,Fagaceae,tropicos, [Ambiguous match] ,
Quercus pyrenaica,Quercus pyrenaica,,1,Synonym,Quercus toza var. pyrenaica,(Willd.) Wenz.,Fagaceae,tropicos, ,
Pyrus bourgeana,Pyrus bourgaeana,,0.98,No opinion,,,,tropicos, ,
Celtis africana,Celtis africana,,1,Accepted,Celtis africana,Burm. f.,Cannabaceae,tropicos;usda, ,
Cordia caffra,Cordia caffra,,1,Accepted,Cordia caffra,Sond.,Boraginaceae,tropicos, ,
Ekebergia capensis,Ekebergia capensis,,1,Accepted,Ekebergia capensis,Sparrm.,Meliaceae,tropicos, ,
Erythrina caffra,Erythrina caffra,,1,Synonym,Erythrina fusca,Lour.,Fabaceae,tropicos, [Ambiguous match] ,
Hyperacanthus amoenus,Hyperacanthus amoenus,,1,Accepted,Hyperacanthus amoenus,(Sims) Bridson,Rubiaceae,tropicos, ,
Isoglossa ciliatus,Isoglossa ciliata,,0.94,Accepted,Isoglossa ciliata,Lindau,Acanthaceae,tropicos, ,
Podocarpus elongatus,Podocarpus elongatus,,1,Accepted,Podocarpus elongatus,(Aiton) L'Herit. ex Pers.,Podocarpaceae,tropicos, ,
Teclea natalensis,Teclea natalensis,,1,Accepted,Teclea natalensis,Engl.,Rutaceae,tropicos, ,
Vepris undulata,Vepris undulata,,1,Accepted,Vepris undulata,Verdoorn & C. A. Sm.,Rutaceae,tropicos, ,
Zanthoxylum capense,Zanthoxylum capense,,1,Accepted,Zanthoxylum capense,(Thunb.) Harv.,Rutaceae,tropicos, ,
Calodendrum capense,Calodendrum capense,,1,Accepted,Calodendrum capense,Thunb.,Rutaceae,tropicos;usda, ,
Curtissia dentata,Curtisia dentata,,0.98,Accepted,Curtisia dentata,(Burm. f.) C.A. Sm.,Curtisiaceae,tropicos, ,
Kiggelaria africana,Kiggelaria africana,,1,Accepted,Kiggelaria africana,L.,Achariaceae,tropicos, ,
Olea capensis,Olea capensis,,1,Accepted,Olea capensis,L.,Oleaceae,tropicos, ,
Podocarpus falcatus,Podocarpus falcatus,,1,Accepted,Podocarpus falcatus,(Thunb.) R. Br. ex Mirb.,Podocarpaceae,tropicos, ,
Podocarpus latifolius,Podocarpus latifolius,,1,Accepted,Podocarpus latifolius,(Thunb.) R. Br. ex Mirb.,Podocarpaceae,tropicos, ,
Rapanea melanophloeos,Rapanea melanophloeos,,1,Accepted,Rapanea melanophloeos,(L.) Mez,Primulaceae,tropicos, ,
Rhus chirendensis,Rhus chirendensis,,1,Synonym,Rhus chirindensis,Baker f.,Anacardiaceae,tropicos, ,
Scolopia mundii,Scolopia mundii,,1,Accepted,Scolopia mundii,Warb.,Salicaceae,tropicos, ,
Trichocladus ellipticus,Trichocladus ellipticus,,1,Accepted,Trichocladus ellipticus,Eckl. & Zeyh.,Hamamelidaceae,tropicos, ,
Xymalos monospora,Xymalos monospora,,1,Accepted,Xymalos monospora,(Harv.) Baill. ex Warb.,Monimiaceae,tropicos, ,
Acacia robusta,Acacia robusta,,1,No opinion,,,,tropicos, ,
Adpdytes dimidiata,Apodytes dimidiata,,0.94,Accepted,Apodytes dimidiata,E. Mey. ex Arn.,Icacinaceae,tropicos, ,
Albizia adinathifolia,Albizia adianthifolia,,0.99,Accepted,Albizia adianthifolia,(Schumach.) W. Wight,Fabaceae,tropicos;usda, ,
Balanites maughamii,Balanites maughamii,,1,Accepted,Balanites maughamii,Sprague,Zygophyllaceae,tropicos;usda, ,
Bequaertiodendron natalense,Bequaertiodendron natalense,,1,Accepted,Bequaertiodendron natalense,(Sond.) Heine & J.H. Hemsl.,Sapotaceae,tropicos, ,
Chaetachme aristata,Chaetachme aristata,,1,Accepted,Chaetachme aristata,E. Mey. ex Planch.,Ulmaceae,tropicos, ,
Dalbergia armata,Dalbergia armata,,1,Synonym,Amerimnon armatum,(E. Mey.) Kuntze,Fabaceae,tropicos, ,
Diospyros natalensis,Diospyros natalensis,,1,Accepted,Diospyros natalensis,(Harv.) Brenan,Ebenaceae,tropicos, ,
Hymenocardia ulmoides,Hymenocardia ulmoides,,1,Accepted,Hymenocardia ulmoides,Oliv.,Phyllanthaceae,tropicos, ,
Mimusops obovata,Mimusops obovata,,1,Accepted,Mimusops obovata,Sond.,Sapotaceae,tropicos, ,
Monanthotaxis caffra,Monanthotaxis caffra,,1,Accepted,Monanthotaxis caffra,Verdc.,Annonaceae,tropicos, ,
Ochna natalitia,Ochna natalitia,,1,Accepted,Ochna natalitia,(Meisn.) Walp.,Ochnaceae,tropicos, ,
Pancovia golungensis,Pancovia golungensis,,1,Accepted,Pancovia golungensis,(Hiern) Exell & Mendonça,Sapindaceae,tropicos, ,
Psychotria capensis,Psychotria capensis,,1,Accepted,Psychotria capensis,(Eckl.) Vatke,Rubiaceae,tropicos, ,
Rhoicissus tomentosa,Rhoicissus tomentosa,,1,Accepted,Rhoicissus tomentosa,(Lam.) Wild & R.B. Drumm.,Vitaceae,tropicos, ,
Rothmannia globosa,Rothmannia globosa,,1,Accepted,Rothmannia globosa,(Hochst.) Keay,Rubiaceae,tropicos, ,
Strychnos decussata,Strychnos decussata,,1,Accepted,Strychnos decussata,(Pappe) Gilg,Loganiaceae,tropicos, ,
Strychnos gerrardii,Strychnos gerrardii,,1,Synonym,Strychnos madagascariensis,Poir.,Loganiaceae,tropicos, ,
Diospyros whyteana,Diospyros whyteana,,1,Accepted,Diospyros whyteana,(Hiern) F. White,Ebenaceae,tropicos, ,
Hartogiella schinoides,Hartogiella schinoides,,1,Synonym,Cassine schinoides,(Spreng.) R.H.Archer,Celastraceae,tropicos, ,
Maytenus acuminata,Maytenus acuminata,,1,Accepted,Maytenus acuminata,(L. f.) Loes.,Celastraceae,tropicos, ,
Maytenus oleodes,Maytenus oleoides,,0.98,Accepted,Maytenus oleoides,(Lam.) Loes.,Celastraceae,tropicos, ,
Olinia ventosa,Olinia ventosa,,1,Accepted,Olinia ventosa,(L.) Cufod.,Penaeaceae,tropicos, ,
Brabejum stellatifolium,Brabejum stellatifolium,,1,Accepted,Brabejum stellatifolium,L.,Proteaceae,tropicos, ,
Brachylaena neriifolia,Brachylaena neriifolia,,1,Accepted,Brachylaena neriifolia,R. Br.,Asteraceae,tropicos, ,
Cunonia capensis,Cunonia capensis,,1,Accepted,Cunonia capensis,L.,Cunoniaceae,tropicos, ,
Freylinia lanceolata,Freylinia lanceolata,,1,Accepted,Freylinia lanceolata,(L. f.) G. Don,Scrophulariaceae,tropicos, ,
Ilex mitis,Ilex mitis,,1,Accepted,Ilex mitis,(L.) Radlk.,Aquifoliaceae,tropicos, ,
Rhus tomentosa,Rhus tomentosa,,1,Accepted,Rhus tomentosa,L.,Anacardiaceae,tropicos, ,
Apodytes dimidiata,Apodytes dimidiata,,1,Accepted,Apodytes dimidiata,E. Mey. ex Arn.,Icacinaceae,tropicos, ,
Faurea macnaughtonii,Faurea macnaughtonii,,1,Accepted,Faurea macnaughtonii,Phillips,Proteaceae,tropicos, ,
Ocotea bullata,Ocotea bullata,,1,Accepted,Ocotea bullata,(Burch.) E. Meyer in Drege,Lauraceae,tropicos, ,
Trichocladus crinitus,Trichocladus crinitus,,1,Accepted,Trichocladus crinitus,Pers.,Hamamelidaceae,tropicos, ,
Acacia karroo,Acacia karroo,,1,Synonym,Vachellia karroo,(Hayne) Banfi & Galasso,Fabaceae,tropicos, ,
Chionanthus pegleriae,Chionanthus peglerae,,0.98,Accepted,Chionanthus peglerae,(C.H. Wright) Stearn,Oleaceae,tropicos, ,
Clausena anisata,Clausena anisata,,1,Accepted,Clausena anisata,(Willd.) Hook. f. ex Benth.,Rutaceae,tropicos, ,
Diospyros inhacaensis,Diospyros inhacaensis,,1,Accepted,Diospyros inhacaensis,F. White,Ebenaceae,tropicos, ,
Dovyalis longispina,Dovyalis longispina,,1,Accepted,Dovyalis longispina,Warb.,Salicaceae,tropicos, ,
Drypetes natalensis,Drypetes natalensis,,1,Accepted,Drypetes natalensis,(Harv.) Hutch.,Putranjivaceae,tropicos, ,
Eugenia woodii,Eugenia woodii,,1,Accepted,Eugenia woodii,Dümmer,Myrtaceae,tropicos, ,
Inhambanella henriquesii,Inhambanella henriquesii,,1,Accepted,Inhambanella henriquesii,(Engl. & Warb.) Dubard,Sapotaceae,tropicos, ,
Sideroxylon inerme,Sideroxylon inerme,,1,Accepted,Sideroxylon inerme,L.,Sapotaceae,tropicos, ,
Strychnos henningsii,Strychnos henningsii,,1,Accepted,Strychnos henningsii,Gilg,Loganiaceae,tropicos, ,
Teclea gerrardii,Teclea gerrardii,,1,Accepted,Teclea gerrardii,Verd.,Rutaceae,tropicos, ,
Trema orientalis,Trema orientalis,,1,Accepted,Trema orientalis,(L.) Blume,Cannabaceae,tropicos;usda, ,
Ziziphus mucronata,Ziziphus mucronata,,1,Accepted,Ziziphus mucronata,Willd.,Rhamnaceae,tropicos, ,
Cladostemon kirkii,Cladostemon kirkii,,1,Accepted,Cladostemon kirkii,(Oliv.) Pax & Gilg,Capparaceae,tropicos, ,
Cleistanthus schlechteri,Cleistanthus schlechteri,,1,Accepted,Cleistanthus schlechteri,(Pax) Hutch.,Phyllanthaceae,tropicos, ,
Cola greenwayi,Cola greenwayi,,1,Accepted,Cola greenwayi,Brenan,Malvaceae,tropicos, ,
Combretum fruticosum,Combretum fruticosum,,1,Accepted,Combretum fruticosum,(Loefl.) Stuntz,Combretaceae,tropicos, ,
Croton steenkampianus,Croton steenkampianus,,1,Accepted,Croton steenkampianus,Gerstner,Euphorbiaceae,tropicos, ,
Dialium schlechteri,Dialium schlechteri,,1,No opinion,,,,tropicos, ,
Drypetes arguta,Drypetes arguta,,1,Accepted,Drypetes arguta,(Müll. Arg.) Hutch.,Putranjivaceae,tropicos, ,
Erythrophleum lasianthum,Erythrophleum lasianthum,,1,No opinion,,,,tropicos, ,
Newtonia hildebrandtii,Newtonia hildebrandtii,,1,Accepted,Newtonia hildebrandtii,(Vatke) Torre,Fabaceae,tropicos, ,
Pteleopsis myrtifolia,Pteleopsis myrtifolia,,1,Accepted,Pteleopsis myrtifolia,(M.A. Lawson) Engl. & Diels,Combretaceae,tropicos, ,
Salacia leptoclada,Salacia leptoclada,,1,Accepted,Salacia leptoclada,Tul.,Celastraceae,tropicos, ,
Suregada zanzibariensis,Suregada zanzibariensis,,1,Accepted,Suregada zanzibariensis,Baill.,Euphorbiaceae,tropicos, ,
Wrightia natalensis,Wrightia natalensis,,1,Accepted,Wrightia natalensis,Stapf,Apocynaceae,tropicos, ,
Buxus macowanii,Buxus macowanii,,1,Accepted,Buxus macowanii,Oliv.,Buxaceae,tropicos, ,
Cussonia spicata,Cussonia spicata,,1,Accepted,Cussonia spicata,Thunb.,Araliaceae,tropicos, ,
Harpephyllum caffrum,Harpephyllum caffrum,,1,Accepted,Harpephyllum caffrum,Bernh.,Anacardiaceae,tropicos, ,
Hippobromus pauciflorus,Hippobromus pauciflorus,,1,Accepted,Hippobromus pauciflorus,Radlk.,Sapindaceae,tropicos, ,
Hypoestes verticilliaris,Hypoestes verticillaris,,0.99,Illegitimate,Hypoestes aristata,(Vahl) Sol. ex Roem. & Schult.,Acanthaceae,tropicos, [Ambiguous match] ,
Olea woodiana,Olea woodiana,,1,Accepted,Olea woodiana,Knobl.,Oleaceae,tropicos, ,
Ptaeroxylon obliquum,Ptaeroxylon obliquum,,1,Accepted,Ptaeroxylon obliquum,Radlk.,Meliaceae,tropicos, ,
Scolopia zeyheri,Scolopia zeyheri,,1,Accepted,Scolopia zeyheri,(Nees) Harv.,Salicaceae,tropicos, ,
Umtiza listeriana,Umtiza listeriana,,1,Accepted,Umtiza listeriana,Sim,Fabaceae,tropicos, ,
Quercus myrsinaefolia,Quercus myrsinifolia,,0.97,Synonym,Cyclobalanopsis myrsinifolia,(Blume) Oerst.,Fagaceae,tropicos, ,
Machilus thunbergii,Machilus thunbergii,,1,Accepted,Machilus thunbergii,Siebold & Zucc.,Lauraceae,tropicos, ,
Abronia villosa,Abronia villosa,,1,Accepted,Abronia villosa,S. Watson,Nyctaginaceae,tropicos;usda, ,
Malvastrum rotundifolium,Malvastrum rotundifolium,,1,Synonym,Eremalche rotundifolia,(A. Gray) Greene,Malvaceae,tropicos;usda, ,
Geraea canescens,Geraea canescens,,1,Accepted,Geraea canescens,Torr. & A. Gray,Asteraceae,tropicos;usda, ,
Camissonia claviformis,Camissonia claviformis,,1,Accepted,Camissonia claviformis,(Torr. & Frém.) P.H. Raven,Onagraceae,tropicos;usda, ,
Camissonia brevipes,Camissonia brevipes,,1,Accepted,Camissonia brevipes,(A. Gray) P.H. Raven,Onagraceae,tropicos;usda, ,
Abutilon theophrastii,Abutilon theophrasti,,0.99,Accepted,Abutilon theophrasti,Medik.,Malvaceae,tropicos;usda, ,
Ambrosia trifida,Ambrosia trifida,,1,Accepted,Ambrosia trifida,L.,Asteraceae,tropicos;gcc;usda, ,
Polygonum pensylvanicum,Polygonum pensylvanicum,,1,Synonym,Persicaria bungeana,(Turcz.) Nakai,Polygonaceae,tropicos, [Ambiguous match] ,
Protea repens,Protea repens,,1,Accepted,Protea repens,L.,Proteaceae,tropicos, ,
Protea neriifolia,Protea neriifolia,,1,Accepted,Protea neriifolia,R. Br.,Proteaceae,tropicos, ,
Protea nitida,Protea nitida,,1,Accepted,Protea nitida,Mill.,Proteaceae,tropicos, ,
Protea acaulos,Protea acaulos,,1,Accepted,Protea acaulos,Reich.,Proteaceae,tropicos, ,
Calathea inocephala,Calathea inocephala,,1,Accepted,Calathea inocephala,(Kuntze) H. Kenn. & Nicolson,Marantaceae,tropicos, ,
Pleiostachya pruinoisa,Pleiostachya pruinosa,,0.98,Accepted,Pleiostachya pruinosa,(Regel) K. Schum.,Marantaceae,tropicos, ,
Psychotria furcata,Psychotria furcata,,1,Synonym,Psychotria hoffmannseggiana,(Willd. ex Roem. & Schult.) Müll. Arg.,Rubiaceae,tropicos, ,
Psychotria marginata,Psychotria marginata,,1,Accepted,Psychotria marginata,Sw.,Rubiaceae,tropicos, ,
Psychotria limonensis,Psychotria limonensis,,1,Accepted,Psychotria limonensis,K. Krause,Rubiaceae,tropicos, ,
Berberis trifoliolata,Berberis trifoliolata,,1,Accepted,Berberis trifoliolata,Moric.,Berberidaceae,tropicos, ,
Condalia hookeri,Condalia hookeri,,1,Accepted,Condalia hookeri,M.C. Johnst.,Rhamnaceae,tropicos;usda, ,
Diospyros texana,Diospyros texana,,1,Accepted,Diospyros texana,Scheele,Ebenaceae,tropicos;usda, ,
Prosopis glandulosa,Prosopis glandulosa,,1,Accepted,Prosopis glandulosa,Torr.,Fabaceae,tropicos;usda, ,
Zanthoxylum fagra,Zanthoxylum fagara,,0.97,Accepted,Zanthoxylum fagara,(L.) Sarg.,Rutaceae,tropicos;usda, ,
Ziziphus obtusifolia,Ziziphus obtusifolia,,1,Accepted,Ziziphus obtusifolia,(Hook. ex Torr. & A. Gray) A. Gray,Rhamnaceae,tropicos;usda, ,
Amelanchier spicata,Amelanchier spicata,,1,Accepted,Amelanchier spicata,(Lam.) K. Koch,Rosaceae,tropicos, ,
Aronia melanocarpa,Aronia melanocarpa,,1,Accepted,Aronia melanocarpa,(Michx.) Elliott,Rosaceae,tropicos, ,
Betula humilis,Betula humilis,,1,Accepted,Betula humilis,Schrank,Betulaceae,tropicos, ,
Cerasus vulgaris,Cerasus vulgaris,,1,Accepted,Cerasus vulgaris,Mill.,Rosaceae,tropicos, ,
Chamaedaphne calyculata,Chamaedaphne calyculata,,1,Accepted,Chamaedaphne calyculata,(L.) Moench,Ericaceae,tropicos;usda, ,
Cotoneaster interrigimus,Cotoneaster,,0.5,Accepted,Cotoneaster,Medik.,Rosaceae,tropicos, [Partial match] ,
Crataegus curvisepala,Crataegus curvisepala,,1,Accepted,Crataegus curvisepala,Lindm.,Rosaceae,tropicos, ,
