"Code","Dataset","BIOME","Genus","Species","GF","Decid.E.green","Needle.Broad.lf","C3C4","N2.fixer","log.LL","log.LMA","log.Nmass","log.Narea","log.Pmass","log.Parea","log.Amass","log.Aarea","log.Gs","log.Rdmass","log.Rdarea","Ca...Ci","Angio"
331,"Bongers_et_al_Los_Tuxtlas","TROP_RF","Stemmadenia","donnell-smithii","T","E","","","N",NA,1.73,0.351,0.076,-0.921,-1.196,NA,NA,NA,NA,NA,NA,TRUE
345,"Bongers_et_al_Los_Tuxtlas","TROP_RF","Trema","micrantha","T","E","","","N",NA,1.76,0.36,0.12,-0.821,-1.061,NA,NA,NA,NA,NA,NA,TRUE
347,"Bongers_et_al_Los_Tuxtlas","TROP_RF","Trichilia","martiana","T","E","","","N",NA,1.79,0.336,0.122,-0.753,-0.967,NA,NA,NA,NA,NA,NA,TRUE
349,"Bongers_et_al_Los_Tuxtlas","TROP_RF","Trichospermum","mexicanum","T","E","","","N",NA,1.98,0.257,0.238,-0.956,-0.975,NA,NA,NA,NA,NA,NA,TRUE
352,"Bongers_et_al_Los_Tuxtlas","TROP_RF","Trophis","mexicana","T","E","","","N",NA,1.81,0.227,0.033,-0.943,-1.136,NA,NA,NA,NA,NA,NA,TRUE
353,"Bongers_et_al_Los_Tuxtlas","TROP_RF","Turpinia","occidentalis","T","E","","","N",NA,1.91,0.048,-0.043,-1.121,-1.213,NA,NA,NA,NA,NA,NA,TRUE
355,"Bongers_et_al_Los_Tuxtlas","TROP_RF","Urera","caracasana","S","E","B","","N",NA,1.76,0.452,0.207,-0.678,-0.923,NA,NA,NA,NA,NA,NA,TRUE
357,"Bongers_et_al_Los_Tuxtlas","TROP_RF","Urera","elata","S","E","","","N",NA,1.6,0.137,-0.261,-0.985,-1.383,NA,NA,NA,NA,NA,NA,TRUE
358,"Bongers_et_al_Los_Tuxtlas","TROP_RF","Vatairea","lundellii","T","E","","","Y",NA,1.93,0.191,0.124,-1.12,-1.188,NA,NA,NA,NA,NA,NA,TRUE
360,"Bongers_et_al_Los_Tuxtlas","TROP_RF","Vochysia","guatemalensis","T","E","","","N",NA,2.05,0.025,0.076,-1.128,-1.077,NA,NA,NA,NA,NA,NA,TRUE
364,"Bongers_et_al_Los_Tuxtlas","TROP_RF","Zanthoxylum","kellermanii","T","D","","","N",NA,1.82,0.319,0.136,-0.658,-0.84,NA,NA,NA,NA,NA,NA,TRUE
365,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","falcata","T","D","B","C3","N",0.92,2.12,0.167,0.291,NA,NA,2.08,1.22,NA,NA,NA,NA,TRUE
366,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","hemispherica","T","E","B","C3","N",0.96,2.13,0.083,0.217,NA,NA,1.97,1.1,NA,NA,NA,NA,TRUE
367,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","incana","T","E","B","C3","N",0.75,2.03,-0.022,0.011,NA,NA,2.14,1.16,NA,NA,NA,NA,TRUE
368,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","laurifolia","T","E","B","C3","N",0.88,2.1,0.121,0.223,NA,NA,2.02,1.13,NA,NA,NA,NA,TRUE
369,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","laevis","T","D","B","C3","N",0.93,2.04,0.185,0.221,NA,NA,2.1,1.13,NA,NA,NA,NA,TRUE
370,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","myrtifolia","T","E","B","C3","N",1.09,2.1,0.009,0.113,NA,NA,1.74,0.93,NA,NA,NA,NA,TRUE
371,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","nigra","T","E","B","C3","N",0.94,2.11,0.111,0.221,NA,NA,2.06,1.13,NA,NA,NA,NA,TRUE
372,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","shumardii","T","D","B","C3","N",0.92,1.99,0.225,0.219,NA,NA,2.18,1.18,NA,NA,NA,NA,TRUE
373,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","pumila","T","E","B","C3","N",0.84,2.08,0.004,0.085,NA,NA,2.04,1.18,NA,NA,NA,NA,TRUE
374,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","stellata","T","D","B","C3","N",0.9,2.15,0.238,0.39,NA,NA,2.09,1.24,NA,NA,NA,NA,TRUE
375,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","margaretta","T","D","B","C3","N",0.88,2.04,0.204,0.249,NA,NA,2.18,1.24,NA,NA,NA,NA,TRUE
376,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","michauxii","T","D","B","C3","N",0.92,2.21,-0.051,0.157,NA,NA,2.08,1.28,NA,NA,NA,NA,TRUE
377,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","austrina","T","D","B","C3","N",0.91,2.06,0.288,0.347,NA,NA,2.13,1.17,NA,NA,NA,NA,TRUE
378,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","chapmanii","T","E","B","C3","N",0.94,2.06,0.143,0.204,NA,NA,1.88,0.95,NA,NA,NA,NA,TRUE
379,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","geminata","T","E","B","C3","N",1.04,2.35,-0.06,0.294,NA,NA,1.95,1.32,NA,NA,NA,NA,TRUE
380,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","minima","T","E","B","C3","N",0.84,2.01,0.25,0.262,NA,NA,2.1,1.11,NA,NA,NA,NA,TRUE
381,"Cavendar_Bares_Florida","TEMP_FOR","Quercus","virginiana","T","E","B","C3","N",1.01,2.17,0.121,0.291,NA,NA,2.2,1.35,NA,NA,NA,NA,TRUE
382,"Christodoulakis_Malakasa","WLAND","Arbutus","andrachne","S","E","B","C3","N",1.1,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
383,"Christodoulakis_Malakasa","WLAND","Arbutus","unedo","S","E","B","C3","N",1.18,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
384,"Christodoulakis_Malakasa","WLAND","Quercus","coccifera","S","E","B","C3","N",1.14,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
385,"Christodoulakis_Malakasa","WLAND","Pistacia","lentiscus","S","E","B","C3","N",1.05,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
386,"Christodoulakis_Malakasa","WLAND","Ceratonia","siliqua","S","E","B","C3","Y",1.37,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
387,"Christodoulakis_Malakasa","WLAND","Myrtus","communis","S","E","B","C3","N",1.35,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
388,"Christodoulakis_Malakasa","WLAND","Olea","europaea","S","E","B","C3","N",1.37,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
389,"Christodoulakis_Malakasa","WLAND","Phillyrea","media","S","E","B","C3","N",NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
390,"Christodoulakis_Malakasa","WLAND","Quercus","ilex","S","E","B","C3","N",NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
391,"Christodoulakis_Malakasa","WLAND","Laurus","nobilis","S","E","B","C3","N",NA,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
392,"Christodoulakis_Malakasa","WLAND","Nerium","oleander","S","E","B","C3","N",NA,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
393,"Chua_et_al_Malaysia","TROP_RF","Dacrydium","beccarii","T","","B","","N",NA,NA,-0.051,NA,-1.244,NA,NA,NA,NA,NA,NA,NA,FALSE
394,"Chua_et_al_Malaysia","TROP_RF","Eugenia","caudata","T","","B","","N",NA,NA,-0.187,NA,-1.328,NA,NA,NA,NA,NA,NA,NA,TRUE
395,"Chua_et_al_Malaysia","TROP_RF","Eugenia","stapfiana","T","","B","","N",NA,NA,-0.066,NA,-1.092,NA,NA,NA,NA,NA,NA,NA,TRUE
396,"Chua_et_al_Malaysia","TROP_RF","Eurycoma","longifolia","T","","B","","N",NA,NA,NA,NA,-0.893,NA,NA,NA,NA,NA,NA,NA,TRUE
397,"Chua_et_al_Malaysia","TROP_RF","Ficus","deltoidea","V","","B","","N",NA,NA,0.121,NA,-1.745,NA,NA,NA,NA,NA,NA,NA,TRUE
398,"Chua_et_al_Malaysia","TROP_RF","Podocarpus","neriifolius","T","","B","","N",NA,NA,-0.161,NA,-1.268,NA,NA,NA,NA,NA,NA,NA,FALSE
399,"Coley_BCI","TROP_RF","Spondias","radlkoferi","T","D","","","N",0.67,NA,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
400,"Coley_BCI","TROP_RF","Annona","spraguei","T","","","","N",0.59,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
401,"Coley_BCI","TROP_RF","Desmopsis","panamensis","T","","","","N",NA,NA,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
402,"Coley_BCI","TROP_RF","Guatteria","dumentorum","T","E","","","N",1.32,NA,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
403,"Coley_BCI","TROP_RF","Aspidosperma","megalocarpon","T","E","","","N",1.46,NA,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
404,"Coley_BCI","TROP_RF","Jacaranda","copaia","T","","","","N",0.85,NA,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
405,"Coley_BCI","TROP_RF","Tabebuia","rosea","T","","","","N",0.9,NA,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
406,"Coley_BCI","TROP_RF","Ochroma","pyramidale","T","E","","","N",NA,NA,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
407,"Coley_BCI","TROP_RF","Quararibea","asterolepsis","T","","","","N",1.07,NA,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
408,"Coley_BCI","TROP_RF","Cordia","alliodora","T","D","","","N",0.93,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
409,"Coley_BCI","TROP_RF","Protium","tenuifolium","T","E","","","N",1.28,NA,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
410,"Coley_BCI","TROP_RF","Tetragastris","panamensis","T","E","","","N",1.36,NA,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
411,"Coley_BCI","TROP_RF","Trattinickia","aspera","T","","","","N",0.84,NA,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
412,"Coley_BCI","TROP_RF","Prioria","copaifera","T","E","","","Y",1.46,NA,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
413,"Coley_BCI","TROP_RF","Swartzia","simplex","T","E","","","Y",1.68,NA,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
414,"Coley_BCI","TROP_RF","Tachigali","versicolor","T","E","","","Y",1.36,NA,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
415,"Coley_BCI","TROP_RF","Hirtella","triandra","T","E","","","N",1.1,NA,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
416,"Coley_BCI","TROP_RF","Alchornea","costaricense","T","","","","N",0.72,NA,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
417,"Coley_BCI","TROP_RF","Croton","bilbergianus","T","","","","N",NA,NA,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
418,"Coley_BCI","TROP_RF","Hyeronima","alcheornoides","T","","","","N",0.82,NA,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
419,"Coley_BCI","TROP_RF","Sapium","aucuparium","T","","","","N",0.72,NA,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
420,"Coley_BCI","TROP_RF","Casearia","arborea","T","","","","N",0.94,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
421,"Coley_BCI","TROP_RF","Zuelania","guidonia","T","","","","N",0.85,NA,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
422,"Coley_BCI","TROP_RF","Calophyllum","longifolium","T","E","","","N",1.54,NA,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
423,"Coley_BCI","TROP_RF","Miconia","argentea","T","","","","N",0.95,NA,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
424,"Coley_BCI","TROP_RF","Guarea","glabra","T","E","","","N",1.48,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
425,"Coley_BCI","TROP_RF","Guarea","multiflora","T","E","","","N",1.53,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
426,"Coley_BCI","TROP_RF","Trichilia","cipo","T","E","","","N",1.51,NA,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
427,"Coley_BCI","TROP_RF","Cecropia","insignis","T","","","","N",0.67,NA,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
428,"Coley_BCI","TROP_RF","Cecropia","obtusifolia","T","","","","N",0.6,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
429,"Coley_BCI","TROP_RF","Poulsenia","armata","T","E","","","N",1.45,NA,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
430,"Coley_BCI","TROP_RF","Virola","sebifera","T","E","","","N",1.38,NA,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
431,"Coley_BCI","TROP_RF","Alseis","blackiana","T","","","","N",1.01,NA,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
432,"Coley_BCI","TROP_RF","Faramea","occidentalis","T","E","","","N",NA,NA,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
433,"Coley_BCI","TROP_RF","Macrocnemum","glabrescens","T","","","","N",0.96,NA,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
434,"Coley_BCI","TROP_RF","Zanthoxylum","ekmanii","T","","","","N",0.67,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
435,"Coley_BCI","TROP_RF","Zanthoxylum","panamense","T","","","","N",0.88,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
436,"Coley_BCI","TROP_RF","Cupania","rufescens","T","E","","","N",1.32,NA,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
437,"Coley_BCI","TROP_RF","Cupania","sylvatica","T","E","","","N",1.48,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
438,"Coley_BCI","TROP_RF","Chrysophyllum","argenteum","T","","","","N",0.93,NA,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
439,"Coley_BCI","TROP_RF","Pouteria","reticulata","T","E","","","N",1.43,NA,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
440,"Coley_BCI","TROP_RF","Simarouba","amara","T","","","","N",1.04,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
441,"Coley_BCI","TROP_RF","Apeiba","aspera","T","","","","N",0.77,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
442,"Coley_BCI","TROP_RF","Apeiba","tibourbou","T","","","","N",0.59,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
443,"Coley_BCI","TROP_RF","Luehea","seemannii","T","D","B","","N",0.69,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
444,"Coley_BCI","TROP_RF","Trema","micrantha","T","E","","","N",0.81,NA,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
445,"Cornelissen_UK_Sheffield","WLAND","Acer","platanoides","T","D","B","C3","N",NA,1.76,0.372,0.129,-0.784,-1.027,NA,NA,NA,NA,NA,NA,TRUE
446,"Cornelissen_UK_Sheffield","WLAND","Acer","pseudoplatanus","T","D","B","C3","N",NA,1.88,0.454,0.33,-0.752,-0.876,NA,NA,NA,NA,NA,NA,TRUE
447,"Cornelissen_UK_Sheffield","WLAND","Aesculus","hippocastanum","T","D","","","N",NA,1.86,0.372,0.235,-0.804,-0.941,NA,NA,NA,NA,NA,NA,TRUE
448,"Cornelissen_UK_Sheffield","WLAND","Alnus","glutinosa","T","D","","","Y",NA,1.84,0.549,0.385,-0.685,-0.849,NA,NA,NA,NA,NA,NA,TRUE
449,"Cornelissen_UK_Sheffield","WLAND","Arbutus","unedo","S","E","B","C3","N",NA,1.97,0.362,0.328,-0.717,-0.752,NA,NA,NA,NA,NA,NA,TRUE
450,"Cornelissen_UK_Sheffield","WLAND","Berberis","vulgaris","S","D","","","N",NA,1.88,0.361,0.243,-0.908,-1.026,NA,NA,NA,NA,NA,NA,TRUE
451,"Cornelissen_UK_Sheffield","WLAND","Betula","pendula","T","D","","","N",NA,1.86,0.44,0.305,-0.796,-0.932,NA,NA,NA,NA,NA,NA,TRUE
452,"Cornelissen_UK_Sheffield","WLAND","Buddleja","davidii","S","D","","","N",NA,1.91,0.297,0.206,-0.63,-0.721,NA,NA,NA,NA,NA,NA,TRUE
453,"Cornelissen_UK_Sheffield","WLAND","Buxus","sempervirens","S","E","B","C3","N",NA,2.04,0.32,0.365,-0.997,-0.953,NA,NA,NA,NA,NA,NA,TRUE
454,"Cornelissen_UK_Sheffield","WLAND","Calluna","vulgaris","S","E","","","N",NA,1.78,0.169,-0.046,-1.015,-1.23,NA,NA,NA,NA,NA,NA,TRUE
455,"Cornelissen_UK_Sheffield","WLAND","Castanea","sativa","T","D","","","N",NA,1.88,0.376,0.252,-0.846,-0.97,NA,NA,NA,NA,NA,NA,TRUE
456,"Cornelissen_UK_Sheffield","WLAND","Cornus","sanguinea","S","D","","","N",NA,1.79,0.327,0.12,-0.813,-1.021,NA,NA,NA,NA,NA,NA,TRUE
457,"Cornelissen_UK_Sheffield","WLAND","Corylus","avellana","T","D","","","N",NA,1.83,0.39,0.222,-0.765,-0.933,NA,NA,NA,NA,NA,NA,TRUE
458,"Cornelissen_UK_Sheffield","WLAND","Crataegus","monogyna","S","D","B","C3","N",NA,1.94,0.253,0.192,-0.896,-0.957,NA,NA,NA,NA,NA,NA,TRUE
459,"Cornelissen_UK_Sheffield","WLAND","Cytisus","scoparius","S","E","","","Y",NA,1.79,0.466,0.256,-0.933,-1.143,NA,NA,NA,NA,NA,NA,TRUE
460,"Cornelissen_UK_Sheffield","WLAND","Daphne","mezereum","S","D","","","N",NA,1.65,0.403,0.048,-0.517,-0.872,NA,NA,NA,NA,NA,NA,TRUE
461,"Cornelissen_UK_Sheffield","WLAND","Dryas","octopetala","S","E","B","C3","N",NA,1.81,0.285,0.095,-0.38,-0.57,NA,NA,NA,NA,NA,NA,TRUE
462,"Cornelissen_UK_Sheffield","WLAND","Empetrum","nigrum","S","E","B","C3","N",NA,2,0.123,0.119,-0.969,-0.973,NA,NA,NA,NA,NA,NA,TRUE
463,"Cornelissen_UK_Sheffield","WLAND","Erica","cinera","S","E","","","N",NA,1.95,0.152,0.099,-1.046,-1.098,NA,NA,NA,NA,NA,NA,TRUE
464,"Cornelissen_UK_Sheffield","WLAND","Euonymus","europaeus","T","D","","","N",NA,1.81,0.389,0.2,-0.719,-0.908,NA,NA,NA,NA,NA,NA,TRUE
465,"Cornelissen_UK_Sheffield","WLAND","Fagus","sylvatica","T","D","B","C3","N",NA,1.91,0.378,0.288,-0.865,-0.955,NA,NA,NA,NA,NA,NA,TRUE
466,"Cornelissen_UK_Sheffield","WLAND","Frangula","alnus","S","D","","","N",NA,1.68,0.455,0.13,-0.76,-1.085,NA,NA,NA,NA,NA,NA,TRUE
467,"Cornelissen_UK_Sheffield","WLAND","Fraxinus","excelsior","T","D","","","N",NA,1.89,0.41,0.303,-0.739,-0.845,NA,NA,NA,NA,NA,NA,TRUE
468,"Cornelissen_UK_Sheffield","WLAND","Hebe","x","S","E","","","N",NA,1.94,0.266,0.204,-0.689,-0.751,NA,NA,NA,NA,NA,NA,TRUE
469,"Cornelissen_UK_Sheffield","WLAND","Hedera","helix","V","E","","","N",NA,1.86,0.144,0.008,-0.776,-0.912,NA,NA,NA,NA,NA,NA,TRUE
470,"Cornelissen_UK_Sheffield","WLAND","Helianthemum","nummularium","S","E","B","C3","N",NA,1.88,0.353,0.235,-0.651,-0.77,NA,NA,NA,NA,NA,NA,TRUE
471,"Cornelissen_UK_Sheffield","WLAND","Hippophae","rhamnoides","S","D","","","N",NA,1.9,0.483,0.388,-0.826,-0.922,NA,NA,NA,NA,NA,NA,TRUE
472,"Cornelissen_UK_Sheffield","WLAND","Ilex","aquifolium","T","E","","","N",NA,2.11,0.206,0.319,-0.891,-0.778,NA,NA,NA,NA,NA,NA,TRUE
473,"Cornelissen_UK_Sheffield","WLAND","Juglans","regia","T","D","","","N",NA,1.84,0.341,0.177,-0.642,-0.807,NA,NA,NA,NA,NA,NA,TRUE
474,"Cornelissen_UK_Sheffield","WLAND","Laburnum","anagyroides","T","D","","","Y",NA,1.75,0.532,0.281,-0.747,-0.998,NA,NA,NA,NA,NA,NA,TRUE
475,"Cornelissen_UK_Sheffield","WLAND","Larix","decidua","T","D","N","C3","N",NA,2.04,0.353,0.391,-0.765,-0.727,NA,NA,NA,NA,NA,NA,FALSE
476,"Cornelissen_UK_Sheffield","WLAND","Ligustrum","vulgare","S","E","","","N",NA,2,0.198,0.198,-0.972,-0.972,NA,NA,NA,NA,NA,NA,TRUE
477,"Cornelissen_UK_Sheffield","WLAND","Lonicera","periclymenum","V","D","","","N",NA,1.85,0.354,0.202,-0.758,-0.91,NA,NA,NA,NA,NA,NA,TRUE
478,"Cornelissen_UK_Sheffield","WLAND","Malus","sylvestris","T","D","","","N",NA,1.93,0.337,0.266,-0.846,-0.917,NA,NA,NA,NA,NA,NA,TRUE
479,"Cornelissen_UK_Sheffield","WLAND","Picea","sitchensis","T","E","N","C3","N",NA,2.19,0.116,0.303,-0.917,-0.729,NA,NA,NA,NA,NA,NA,FALSE
480,"Cornelissen_UK_Sheffield","WLAND","Pinus","sylvestris","T","E","N","C3","N",NA,2.15,0.224,0.37,-0.71,-0.564,NA,NA,NA,NA,NA,NA,FALSE
481,"Cornelissen_UK_Sheffield","WLAND","Prunus","laurocerasus","S","E","","","N",NA,2.08,0.208,0.286,-0.748,-0.671,NA,NA,NA,NA,NA,NA,TRUE
482,"Cornelissen_UK_Sheffield","WLAND","Prunus","lusitanica","S","E","","","N",NA,2.15,0.067,0.221,-1.016,-0.863,NA,NA,NA,NA,NA,NA,TRUE
483,"Cornelissen_UK_Sheffield","WLAND","Prunus","spinosa","S","D","B","C3","N",NA,1.84,0.482,0.324,-0.672,-0.83,NA,NA,NA,NA,NA,NA,TRUE
484,"Cornelissen_UK_Sheffield","WLAND","Quercus","cerris","T","D","","","N",NA,2,0.437,0.44,-0.796,-0.793,NA,NA,NA,NA,NA,NA,TRUE
485,"Cornelissen_UK_Sheffield","WLAND","Quercus","ilex","T","E","B","C3","N",NA,2.2,0.37,0.574,-0.747,-0.543,NA,NA,NA,NA,NA,NA,TRUE
486,"Cornelissen_UK_Sheffield","WLAND","Quercus","petraea","T","D","","","N",NA,1.87,0.41,0.279,-0.85,-0.981,NA,NA,NA,NA,NA,NA,TRUE
487,"Cornelissen_UK_Sheffield","WLAND","Quercus","robur","T","D","","","N",NA,1.88,0.458,0.338,-0.771,-0.891,NA,NA,NA,NA,NA,NA,TRUE
488,"Cornelissen_UK_Sheffield","WLAND","Quercus","rubra","T","D","B","C3","N",NA,1.76,0.355,0.113,-0.816,-1.058,NA,NA,NA,NA,NA,NA,TRUE
489,"Cornelissen_UK_Sheffield","WLAND","Rhamnus","cathartica","S","D","B","C3","N",NA,1.74,0.48,0.218,-0.758,-1.02,NA,NA,NA,NA,NA,NA,TRUE
490,"Cornelissen_UK_Sheffield","WLAND","Rhododendron","ponticum","S","E","","","N",NA,2.07,0.014,0.084,-0.991,-0.922,NA,NA,NA,NA,NA,NA,TRUE
491,"Cornelissen_UK_Sheffield","WLAND","Ribes","nigrum","S","D","","","N",NA,1.82,0.266,0.087,-0.75,-0.929,NA,NA,NA,NA,NA,NA,TRUE
492,"Cornelissen_UK_Sheffield","WLAND","Ribes","uva-crispa","S","D","B","C3","N",NA,1.78,0.35,0.133,-0.738,-0.955,NA,NA,NA,NA,NA,NA,TRUE
493,"Cornelissen_UK_Sheffield","WLAND","Robinia","pseudoacacia","T","D","B","C3","Y",NA,1.7,0.473,0.169,-0.811,-1.114,NA,NA,NA,NA,NA,NA,TRUE
494,"Cornelissen_UK_Sheffield","WLAND","Rosa","arvensis","V","D","","","N",NA,1.65,0.381,0.033,-0.66,-1.008,NA,NA,NA,NA,NA,NA,TRUE
495,"Cornelissen_UK_Sheffield","WLAND","Rubus","fruticosus","V","E","","","N",NA,1.81,0.401,0.207,-0.734,-0.928,NA,NA,NA,NA,NA,NA,TRUE
496,"Cornelissen_UK_Sheffield","WLAND","Salix","caprea","T","D","","","N",NA,1.84,0.432,0.274,-0.68,-0.838,NA,NA,NA,NA,NA,NA,TRUE
497,"Cornelissen_UK_Sheffield","WLAND","Sambucus","nigra","S","D","","","N",NA,1.72,0.522,0.238,-0.614,-0.898,NA,NA,NA,NA,NA,NA,TRUE
498,"Cornelissen_UK_Sheffield","WLAND","Solanum","dulcamara","V","D","","","N",NA,1.43,0.584,0.01,-0.515,-1.088,NA,NA,NA,NA,NA,NA,TRUE
499,"Cornelissen_UK_Sheffield","WLAND","Sorbus","aucuparia","T","D","B","C3","N",NA,1.86,0.403,0.259,-0.736,-0.88,NA,NA,NA,NA,NA,NA,TRUE
500,"Cornelissen_UK_Sheffield","WLAND","Taxus","baccata","T","E","","","N",NA,2.07,0.378,0.452,-0.67,-0.596,NA,NA,NA,NA,NA,NA,FALSE
501,"Cornelissen_UK_Sheffield","WLAND","Thymus","polytrichus","S","E","","","N",NA,1.8,0.212,0.007,-0.738,-0.943,NA,NA,NA,NA,NA,NA,TRUE
502,"Cornelissen_UK_Sheffield","WLAND","Ulex","europaeus","S","E","","","Y",NA,1.95,0.504,0.455,-0.591,-0.64,NA,NA,NA,NA,NA,NA,TRUE
503,"Cornelissen_UK_Sheffield","WLAND","Ulex","gallii","S","E","","","Y",NA,2.14,0.354,0.494,-0.791,-0.652,NA,NA,NA,NA,NA,NA,TRUE
504,"Cornelissen_UK_Sheffield","WLAND","Ulmus","glabra","T","D","","","N",NA,1.88,0.339,0.218,-0.747,-0.868,NA,NA,NA,NA,NA,NA,TRUE
505,"Cornelissen_UK_Sheffield","WLAND","Vaccinium","myrtillus","S","D","B","C3","N",NA,1.74,0.233,-0.028,-1.009,-1.269,NA,NA,NA,NA,NA,NA,TRUE
506,"Cornelissen_UK_Sheffield","WLAND","Vaccinium","oxycoccos","S","E","","","N",NA,2,0.186,0.185,-1.044,-1.045,NA,NA,NA,NA,NA,NA,TRUE
507,"Cornelissen_UK_Sheffield","WLAND","Vaccinium","vitis-idaea","S","E","B","C3","N",NA,2.14,0.05,0.194,-1.015,-0.871,NA,NA,NA,NA,NA,NA,TRUE
508,"Cornelissen_UK_Sheffield","WLAND","Viburnum","opulus","S","D","","","N",NA,1.8,0.379,0.18,-0.794,-0.993,NA,NA,NA,NA,NA,NA,TRUE
509,"Cornelissen_UK_Sheffield","WLAND","Viburnum","tinus","S","E","B","C3","N",NA,2.07,0.074,0.144,-0.951,-0.881,NA,NA,NA,NA,NA,NA,TRUE
510,"DeLucia91Ecol_RENO__NEVADA","WLAND","Amelanchier","alnifolia","T","","B","C3","",NA,2.03,0.26,0.288,-0.802,-0.774,2.19,1.22,2.39,NA,NA,140.3,TRUE
